age,workclass,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,sex,Probability
53,0,9,1,4,0,1,15024,0,40,1,1,0
44,1,10,1,2,1,1,0,0,50,1,0,1
51,1,9,1,1,1,0,0,0,40,1,1,1
49,1,9,1,4,0,1,0,0,43,1,0,0
35,1,10,1,0,1,1,0,0,40,1,0,1
44,1,9,0,2,1,1,0,0,45,1,0,1
54,1,14,1,2,1,1,0,0,60,1,0,1
37,1,10,0,1,0,0,0,0,35,1,0,0
18,1,10,0,0,0,1,0,0,12,1,0,0
24,1,10,1,0,1,1,0,0,44,1,0,1
29,1,9,0,2,0,1,0,0,50,1,0,0
35,1,10,1,1,0,1,0,0,40,1,0,1
56,1,9,1,2,1,1,0,0,48,1,1,1
24,1,13,0,1,1,0,0,0,45,0,0,1
43,1,9,1,4,1,1,0,1902,40,1,1,1
73,1,9,0,2,0,1,0,0,15,1,0,0
25,1,8,1,1,1,1,0,0,39,1,0,1
38,1,13,1,2,1,1,0,0,40,1,1,1
31,1,13,1,1,1,0,0,0,50,1,0,1
39,1,10,0,1,0,0,0,0,40,1,0,0
42,1,13,1,1,0,1,0,0,40,1,0,0
41,1,14,1,4,1,0,0,0,45,0,1,1
35,1,13,1,2,1,1,0,0,45,1,1,1
38,1,9,1,2,1,1,0,0,45,1,0,1
31,1,9,0,1,0,1,0,0,40,1,0,0
51,0,9,1,3,1,1,0,0,70,1,0,1
38,1,13,0,2,0,1,0,0,48,1,1,1
40,0,10,1,4,1,1,0,0,42,1,1,1
21,1,9,0,0,0,1,0,0,30,1,0,0
44,1,10,0,2,0,1,0,0,40,1,0,1
55,1,9,1,2,1,1,0,0,40,1,1,1
29,1,9,0,2,0,1,0,0,45,1,0,1
49,1,14,1,4,0,1,0,0,50,1,1,0
31,1,11,1,0,1,1,0,0,42,1,0,1
24,1,14,0,4,0,1,6849,0,90,1,0,1
46,1,10,0,4,0,0,0,0,45,1,0,1
26,1,9,0,2,0,0,0,0,40,1,0,1
35,1,13,0,0,0,1,0,0,38,1,0,1
27,1,11,0,2,0,1,0,0,50,1,0,1
64,1,13,1,4,0,1,15024,0,35,1,1,1
26,1,13,0,2,0,1,0,0,40,1,0,1
21,1,9,0,0,0,1,0,1719,16,1,0,0
57,0,9,1,2,1,1,0,0,72,1,0,1
30,1,13,1,1,1,1,0,0,40,1,1,1
45,1,7,1,0,0,1,0,0,32,1,0,0
50,1,4,0,2,1,1,0,0,30,1,0,0
38,1,13,0,1,0,1,0,0,40,1,0,0
43,0,10,1,2,1,1,0,0,60,1,0,1
42,1,10,0,4,0,1,0,0,55,1,0,0
32,1,13,0,4,0,1,0,0,40,1,0,1
20,1,9,0,1,0,1,0,0,40,1,0,0
27,1,9,0,0,0,1,0,0,35,1,0,0
45,1,7,0,1,0,1,0,0,40,1,0,0
40,1,9,0,1,0,1,0,0,40,1,0,0
38,1,9,1,2,0,1,0,0,60,1,0,1
37,1,9,0,4,0,1,0,0,40,1,0,0
60,1,13,0,0,0,1,0,0,40,1,0,0
21,0,9,1,4,1,0,0,0,45,1,1,1
25,1,13,1,4,0,1,0,0,40,1,0,0
47,0,11,0,4,0,0,0,0,40,0,0,1
40,0,9,0,1,0,1,0,0,70,1,0,1
19,1,10,0,0,0,1,0,0,40,1,0,0
42,1,10,1,4,0,1,0,0,50,1,1,0
41,1,13,0,1,0,1,0,0,40,1,0,0
28,1,6,0,1,0,0,0,0,45,1,0,1
46,1,14,0,2,0,1,27828,0,50,1,1,0
49,1,13,1,4,0,1,99999,0,20,1,1,0
24,1,9,0,0,0,0,0,0,40,1,0,1
32,1,7,1,1,1,1,0,0,40,1,0,1
71,1,9,1,3,1,1,6767,0,20,1,0,1
26,1,10,1,3,1,1,3103,0,40,1,1,1
29,1,9,0,1,0,1,0,0,40,1,0,1
50,1,13,1,4,1,1,99999,0,50,1,1,1
51,1,11,1,2,1,1,3103,0,50,1,1,1
49,1,9,1,0,0,0,0,0,40,1,1,0
31,1,6,1,1,1,1,0,0,40,1,0,1
23,1,7,1,2,1,1,0,0,40,1,0,1
59,0,9,0,1,0,1,0,2339,40,1,0,1
43,1,10,1,2,1,0,7688,0,40,1,1,1
38,1,13,1,2,0,1,7298,0,40,1,1,1
37,1,9,1,4,1,1,0,0,40,1,0,1
43,1,6,0,0,0,1,0,0,40,1,0,1
39,1,13,1,4,1,1,0,0,50,1,1,1
31,1,13,0,1,0,1,2202,0,38,1,0,1
42,0,13,0,3,0,1,8614,0,45,1,1,0
35,1,14,1,0,0,1,0,0,35,1,1,0
39,1,14,1,4,1,0,15024,0,40,1,1,1
40,1,12,0,1,0,1,0,0,40,1,0,0
66,1,3,0,0,0,1,0,0,40,0,0,0
30,0,5,1,3,1,1,0,0,40,1,0,1
43,1,9,0,2,0,1,0,0,40,1,0,1
47,1,5,0,0,0,1,0,0,50,1,0,0
63,1,14,0,2,0,0,0,0,40,0,0,0
31,1,10,1,1,1,0,0,0,40,0,0,1
33,1,9,1,2,1,1,0,0,40,1,1,1
32,1,13,0,1,0,1,0,0,40,1,0,1
28,1,12,1,0,1,0,0,0,40,1,0,1
50,0,9,1,1,1,1,0,0,40,1,1,1
63,1,4,0,2,0,1,0,0,40,1,0,0
28,1,13,1,1,1,1,0,0,40,1,0,1
38,1,10,0,1,0,0,0,0,40,1,0,0
52,1,9,0,0,0,1,0,0,38,1,0,0
38,0,15,1,4,1,0,7688,0,40,1,1,1
41,1,9,0,4,0,1,2174,0,40,0,0,1
50,0,14,0,4,0,1,0,0,38,1,0,1
59,1,7,1,1,1,1,0,0,40,1,0,1
32,1,9,1,1,1,1,0,0,49,1,0,1
73,0,4,1,3,0,0,2228,0,10,1,0,1
52,1,9,0,4,0,1,0,0,38,1,0,1
57,1,9,1,4,1,1,0,0,60,1,0,1
61,1,11,1,4,1,1,7298,0,50,1,1,1
51,1,13,1,2,1,1,0,0,56,1,1,1
22,1,7,0,2,0,0,0,0,40,1,0,0
49,1,9,1,2,1,1,0,0,40,1,1,1
22,1,9,0,0,0,0,0,0,40,1,0,1
46,0,9,1,2,1,1,0,1902,40,1,0,1
48,1,10,1,2,0,1,0,0,40,1,0,0
43,0,13,1,1,1,1,0,0,50,1,1,1
25,1,10,1,0,1,1,0,0,40,0,0,1
31,1,4,0,2,0,1,0,0,40,1,0,1
19,1,10,0,2,0,1,0,0,36,1,0,1
51,1,9,1,2,1,1,0,0,84,1,1,1
51,1,13,0,4,0,1,0,0,40,1,1,1
22,0,9,0,4,0,1,99999,0,45,0,1,0
39,0,9,0,1,0,0,0,0,35,1,0,0
19,1,10,0,2,0,1,0,0,30,0,0,0
45,1,10,0,2,0,1,0,0,55,1,0,0
21,0,10,0,0,0,1,0,0,10,1,0,1
52,1,9,0,2,0,1,0,0,15,1,0,0
46,1,2,1,4,1,1,0,0,45,1,0,1
42,0,14,0,4,0,1,0,0,38,1,0,0
56,1,9,0,2,0,1,0,0,40,1,0,1
23,1,9,0,1,0,1,0,0,40,1,0,0
58,1,15,1,2,1,1,0,0,40,1,0,1
70,1,9,1,1,1,1,0,0,30,1,0,1
30,1,10,0,1,0,1,0,0,40,1,0,1
45,1,13,1,1,1,0,0,0,40,0,0,1
23,1,10,0,2,0,1,0,0,44,1,0,1
34,0,10,1,2,1,1,0,1579,40,1,0,1
38,1,13,1,2,0,1,0,0,40,1,0,0
24,1,11,1,2,1,1,0,0,40,1,0,1
68,1,4,1,2,0,0,0,0,40,1,0,1
45,0,9,0,2,0,0,3325,0,40,1,0,1
21,1,10,0,0,0,1,0,0,40,0,0,0
34,1,13,0,4,0,1,0,0,40,1,0,0
32,0,9,1,2,1,1,5178,0,40,1,1,1
21,1,9,1,0,1,1,0,0,40,1,0,1
23,1,5,0,0,0,0,0,0,36,1,0,1
28,1,13,0,2,0,1,0,0,50,1,0,1
29,0,9,0,2,0,0,0,0,45,1,0,1
25,0,13,0,4,0,0,0,0,40,1,0,0
44,0,14,0,4,0,1,0,0,60,1,0,0
18,1,9,0,2,0,1,0,0,8,1,0,0
26,1,9,0,0,0,1,0,0,24,1,0,1
47,0,12,1,1,0,1,0,0,35,1,1,0
23,1,9,0,2,0,1,0,0,40,1,0,1
46,1,10,1,1,1,1,0,0,40,1,0,1
61,0,13,0,4,1,1,5178,0,50,1,1,1
25,1,9,0,2,0,1,0,0,40,1,0,1
38,0,9,1,3,1,0,0,0,54,1,1,1
23,1,10,0,1,0,1,5013,0,20,1,0,1
36,0,9,0,1,0,1,0,0,48,1,0,0
46,1,15,0,0,0,1,0,0,25,1,0,1
32,1,13,1,4,1,1,0,0,45,1,1,1
40,1,6,1,2,1,1,0,0,40,1,0,1
31,1,9,0,1,0,0,0,0,40,1,0,1
31,1,10,1,4,1,1,0,0,65,1,1,1
32,0,13,0,1,0,1,0,0,37,1,0,1
21,1,10,0,0,0,1,0,0,10,1,0,1
63,1,10,1,2,1,0,0,0,40,1,1,1
31,1,10,0,4,0,1,0,0,45,1,1,1
42,0,13,1,2,1,1,0,0,60,1,0,1
24,1,10,0,1,0,1,0,0,45,1,0,0
24,0,9,0,0,0,1,0,0,40,0,0,1
42,1,13,1,3,1,1,0,0,40,1,1,1
44,0,9,1,4,0,1,0,0,40,0,1,0
27,0,13,0,4,0,0,0,0,48,1,0,1
27,0,10,0,4,0,1,0,0,40,1,0,1
22,1,9,0,0,0,1,0,0,45,1,0,0
68,1,9,0,2,0,1,0,0,40,1,0,0
55,1,10,1,1,1,1,0,0,99,1,1,1
22,0,9,0,0,0,1,0,0,40,0,0,1
25,1,10,1,4,0,1,0,0,15,1,0,0
68,0,9,1,1,1,1,0,0,45,1,0,1
62,1,10,0,4,0,1,0,0,16,0,0,0
26,0,9,0,0,0,1,0,0,40,1,0,1
34,1,14,1,2,1,1,0,0,55,1,1,1
68,1,10,0,2,0,1,0,0,98,1,0,1
42,1,13,0,4,1,1,0,0,45,1,1,1
45,1,13,1,2,1,1,0,0,55,1,0,1
26,1,7,0,2,0,1,0,0,40,1,0,1
25,1,9,1,1,1,1,0,0,45,1,0,1
23,0,13,0,4,0,1,0,0,50,1,0,1
65,0,4,0,1,0,1,0,0,50,1,0,0
31,1,9,0,2,0,1,0,0,55,1,0,1
26,1,9,0,1,0,1,0,0,40,1,0,0
39,1,10,1,2,1,1,0,0,50,1,1,1
44,1,9,1,1,1,1,0,0,40,1,1,1
45,0,14,0,4,0,1,1506,0,45,1,0,0
26,0,14,0,4,0,1,0,0,50,1,0,0
26,0,6,1,1,1,1,0,0,35,1,0,1
36,1,5,1,2,1,1,0,0,50,1,0,1
66,1,7,1,2,1,1,0,0,45,1,0,1
39,1,9,0,1,0,1,0,0,48,1,0,1
52,0,9,1,4,1,1,0,0,40,1,0,1
39,1,2,1,2,1,1,0,0,45,0,0,1
41,0,10,0,2,0,1,0,0,40,1,0,1
42,0,14,1,4,1,1,0,1902,60,1,1,1
47,1,13,1,2,1,1,0,0,70,1,0,1
28,0,11,1,3,1,0,0,0,46,1,0,1
25,0,10,0,4,0,1,0,0,35,1,0,1
35,1,13,0,1,0,1,0,0,40,1,0,0
32,1,9,0,1,0,1,0,0,40,1,0,0
38,1,14,1,2,1,0,0,0,40,1,1,1
44,1,10,1,3,1,1,0,0,18,1,1,1
43,1,13,0,2,0,1,0,0,40,1,0,0
30,1,10,1,4,0,1,0,0,55,1,1,1
30,1,13,0,3,0,1,0,1741,48,1,0,1
45,1,9,1,0,1,1,0,1628,45,1,0,1
20,1,9,0,2,0,1,0,0,40,1,0,1
57,1,14,0,4,0,1,0,0,80,1,0,1
43,1,10,0,1,0,1,0,0,40,1,0,1
28,1,4,1,1,0,0,0,0,48,0,0,0
25,1,9,1,3,0,1,0,0,48,1,1,0
25,1,9,0,2,1,1,0,0,40,1,0,1
90,1,13,1,4,0,1,0,0,45,1,0,1
38,1,13,0,4,0,0,0,0,40,1,0,1
35,1,13,0,4,0,1,0,0,40,1,0,0
50,0,13,1,4,1,1,0,0,40,0,1,1
26,0,9,0,1,0,1,0,0,40,1,0,0
39,1,10,1,1,0,1,0,0,45,1,0,1
56,1,6,1,2,1,1,0,0,40,1,0,1
24,0,9,0,3,0,0,0,0,40,1,0,0
46,1,9,1,1,0,1,7688,0,40,1,1,0
18,0,7,0,1,0,1,0,0,25,1,0,0
37,1,14,1,4,1,1,0,2415,60,1,1,1
22,1,9,0,4,0,1,0,0,40,1,0,0
43,0,9,0,1,0,0,0,0,40,1,0,0
29,0,10,1,4,1,1,0,0,25,0,0,1
40,1,14,1,4,1,1,0,0,40,1,1,1
44,0,13,1,4,1,1,0,0,40,1,0,1
77,0,9,1,4,1,1,0,0,38,1,0,1
30,1,13,0,4,0,0,0,0,40,1,0,1
21,1,9,1,1,1,1,0,0,40,1,0,1
66,1,6,1,3,1,1,0,0,40,1,0,1
40,1,7,0,2,0,1,0,0,35,1,0,1
68,1,9,1,2,1,1,0,0,40,1,0,1
64,1,9,0,0,1,1,0,0,38,1,0,0
26,1,13,0,4,0,1,0,0,50,1,0,0
32,1,10,1,4,1,1,0,0,40,1,1,1
34,1,9,0,1,0,1,0,0,38,1,0,1
51,0,14,1,4,0,1,0,0,40,1,1,1
50,1,14,1,4,1,1,15024,0,45,1,1,1
36,1,13,0,2,1,1,0,0,50,1,1,1
28,1,13,0,2,0,1,0,0,20,1,0,1
45,1,9,0,0,0,1,0,0,36,1,0,0
21,1,10,0,2,0,1,0,0,30,1,0,1
28,1,9,0,1,0,0,0,0,40,1,0,0
55,1,6,1,2,1,1,0,0,40,1,0,1
45,0,9,1,2,1,0,0,0,50,0,1,1
35,1,10,0,2,0,1,0,0,40,1,0,1
26,1,14,0,4,0,1,8614,0,40,1,1,1
30,1,9,1,0,1,1,0,0,55,0,0,1
33,1,9,1,2,1,1,0,0,20,1,0,1
40,1,13,0,4,0,0,13550,0,40,0,1,1
37,1,13,0,4,0,1,0,0,40,1,0,1
35,1,10,0,2,0,1,0,0,40,1,0,0
48,0,10,1,1,1,1,0,0,50,1,1,1
39,0,6,0,0,0,0,0,0,40,1,0,1
53,0,15,0,4,0,1,0,0,50,1,0,0
49,0,9,1,1,1,1,0,0,40,1,1,1
31,1,13,0,4,0,0,0,0,40,1,0,0
62,1,9,1,2,1,1,3103,0,40,1,1,1
60,0,10,1,4,1,1,7688,0,50,1,1,1
29,1,9,0,1,0,1,0,0,48,1,0,1
54,0,10,0,2,1,1,0,0,45,1,1,1
34,1,9,1,2,1,1,0,0,50,1,0,1
30,0,10,0,2,0,0,0,0,35,1,0,0
26,1,9,0,0,0,1,0,0,40,1,0,1
47,1,10,1,2,0,1,0,0,40,1,1,1
50,1,9,0,4,0,1,0,0,38,1,0,1
30,1,13,0,4,0,1,0,0,45,1,1,0
44,1,10,0,1,0,1,0,0,50,1,0,1
49,1,9,1,2,1,1,0,0,60,1,1,1
75,0,14,0,4,0,1,0,0,50,1,0,0
37,1,13,1,2,1,1,0,0,55,1,1,1
51,0,9,0,2,0,1,0,0,38,1,0,1
35,1,9,0,2,0,1,0,0,35,1,0,1
28,1,10,0,2,0,1,0,0,40,1,0,0
66,0,9,1,1,1,1,0,0,40,1,0,1
72,1,5,1,4,0,0,0,0,48,1,1,0
39,1,13,0,2,0,1,0,0,50,1,0,1
27,0,9,0,1,0,1,0,0,30,1,0,1
57,1,10,0,1,0,0,0,0,40,0,0,0
24,1,4,1,2,1,1,2635,0,38,1,0,1
28,1,9,0,2,1,1,0,0,70,1,0,1
23,1,10,0,0,0,1,0,0,50,1,0,0
59,1,13,0,4,0,1,0,1408,40,1,0,0
23,1,10,0,0,0,1,0,0,20,1,0,0
31,1,10,0,0,0,1,0,0,40,1,0,0
27,0,13,0,4,1,1,0,0,40,1,0,0
30,1,13,1,4,1,1,0,0,45,1,0,1
43,1,9,0,4,0,1,4865,0,60,1,0,1
57,0,9,0,1,0,1,0,2258,40,1,0,1
39,1,14,1,4,1,1,0,0,40,0,1,1
23,1,7,0,2,0,1,0,0,40,1,0,1
24,0,12,1,0,0,1,0,0,40,1,0,0
36,1,16,0,4,0,1,0,0,40,0,0,1
32,1,10,0,0,0,1,0,0,40,0,0,1
35,1,12,0,0,0,1,0,0,40,1,0,0
36,1,13,1,4,1,1,0,0,40,1,0,1
47,1,11,1,1,1,1,0,0,40,1,1,1
35,1,9,0,0,0,1,0,0,40,1,0,1
44,0,10,1,3,1,1,0,0,40,1,0,1
32,1,14,1,4,1,1,0,0,50,1,0,1
32,1,12,1,4,0,1,0,1485,40,1,1,0
63,0,10,1,4,1,1,20051,0,10,1,1,0
34,1,11,1,2,1,1,0,0,40,1,0,1
47,1,9,1,2,1,1,0,0,40,1,0,1
27,1,7,1,2,0,0,0,0,35,1,0,1
23,1,13,0,4,0,1,0,0,42,1,0,0
50,1,6,1,2,1,1,0,0,40,1,0,1
49,0,10,1,4,1,1,0,0,40,1,0,1
36,1,10,1,4,1,1,0,0,30,1,1,1
23,1,13,0,4,0,1,0,0,40,1,0,1
20,1,4,0,0,0,0,0,0,38,1,0,0
41,1,10,1,1,1,1,0,0,16,1,0,1
27,0,13,1,2,1,1,0,0,60,1,1,1
53,1,13,0,4,0,1,0,0,70,1,0,1
17,0,6,0,1,0,1,0,0,10,1,0,1
53,1,10,0,2,0,1,0,0,40,1,0,1
28,1,9,1,2,1,1,0,1848,42,1,1,1
24,1,13,0,4,0,1,0,0,40,1,0,0
22,1,10,0,1,0,1,0,0,20,1,0,0
53,1,13,1,2,1,1,0,0,50,1,1,1
18,1,7,0,0,0,0,0,0,20,1,0,1
24,1,10,0,2,0,1,0,0,50,0,0,1
20,1,9,0,2,0,1,0,0,40,1,0,0
33,0,4,1,2,1,1,0,0,40,1,0,1
37,0,11,0,4,0,1,0,0,40,1,1,1
34,1,9,1,2,1,1,0,0,40,1,0,1
19,1,9,0,0,0,1,0,0,30,1,0,1
20,1,8,1,1,0,1,0,0,40,0,0,0
47,1,9,0,0,0,0,0,0,40,1,0,0
46,1,13,0,4,0,1,0,0,40,1,0,0
42,0,14,1,4,1,1,0,1977,40,1,1,1
60,1,4,0,1,0,1,0,0,40,1,0,0
32,1,10,0,0,0,1,0,0,40,0,0,0
46,1,9,1,4,1,1,0,0,40,1,1,1
66,1,9,0,1,0,1,0,0,40,1,0,0
37,1,13,1,0,0,0,0,0,30,1,1,0
34,1,10,0,4,0,1,0,0,44,1,0,1
45,1,13,0,4,0,1,0,0,46,1,0,1
35,1,7,1,3,1,1,0,0,40,1,0,1
51,0,10,1,4,1,0,0,0,40,1,1,1
36,0,10,1,3,1,1,0,0,40,1,1,1
25,0,9,0,1,0,0,0,0,40,1,0,1
51,1,9,0,0,0,1,0,0,38,1,0,0
25,0,10,1,1,0,1,0,0,40,1,0,1
19,1,9,0,1,0,1,0,0,45,1,0,1
47,1,10,1,4,1,1,0,0,45,1,0,1
59,0,9,1,3,0,1,0,0,40,1,0,0
34,1,13,1,4,1,1,0,0,40,1,1,1
40,1,10,0,4,0,1,0,0,60,1,0,0
42,1,9,0,1,0,1,0,0,45,1,0,1
37,1,14,1,4,1,1,0,0,60,1,1,1
51,0,12,1,2,1,1,0,0,38,1,1,1
25,1,9,0,1,0,1,0,0,36,1,0,1
31,0,9,1,1,0,1,0,0,40,1,1,0
37,1,9,1,0,1,1,0,0,44,1,1,1
44,1,12,1,2,1,1,0,0,45,1,1,1
35,1,10,0,2,0,1,0,0,50,1,0,1
51,1,13,1,2,1,1,0,0,47,1,1,1
49,1,10,1,2,1,1,0,1485,40,1,1,1
26,1,13,1,4,0,0,0,0,16,0,0,1
56,0,9,0,1,0,1,0,0,46,1,0,0
52,1,10,1,4,1,1,0,0,45,1,1,1
47,0,13,0,4,0,0,0,0,40,1,1,0
52,1,11,1,0,0,1,0,0,40,1,0,1
30,1,9,0,4,0,1,0,0,40,1,0,0
39,0,10,1,2,1,1,99999,2051,55,1,1,1
42,1,9,0,2,1,1,0,1887,40,1,1,1
26,1,10,0,0,0,0,0,0,35,0,0,0
58,0,9,1,1,1,1,0,0,40,1,0,1
66,1,10,1,2,0,1,5556,0,40,1,1,1
30,1,9,1,3,1,1,0,0,60,1,1,1
46,1,10,0,1,0,1,0,0,40,1,0,0
45,1,10,1,1,0,1,0,1902,35,1,1,0
57,1,9,0,2,0,1,0,0,40,1,0,0
25,1,13,0,4,0,1,0,0,40,1,0,1
21,1,10,0,3,0,1,0,0,10,1,0,0
37,1,9,0,2,0,1,0,1669,55,1,0,1
45,0,14,0,4,0,1,0,0,30,1,0,0
39,1,9,0,2,0,1,0,0,40,1,0,1
42,1,9,1,1,0,1,0,0,53,1,0,0
20,1,9,0,1,0,1,0,0,50,1,0,0
23,1,10,0,0,0,0,0,0,16,1,0,1
25,1,13,0,3,0,1,0,0,40,1,0,1
32,1,3,0,0,0,1,0,0,40,0,0,0
24,1,9,0,2,0,1,0,0,45,1,0,1
35,1,9,0,2,0,1,0,0,35,1,0,1
44,0,9,0,0,0,0,0,0,38,1,1,0
47,0,10,1,4,1,1,0,0,50,1,0,1
28,0,7,1,1,1,0,0,0,40,0,0,0
41,0,14,0,4,0,0,0,0,60,1,0,0
31,1,9,0,1,0,1,0,0,40,1,0,0
27,1,14,0,4,0,1,0,0,25,1,0,0
47,1,11,1,2,1,1,5013,0,40,1,0,1
44,0,9,0,2,0,0,0,0,40,1,0,0
61,1,13,1,0,0,1,0,0,40,1,0,0
42,0,10,0,1,0,1,0,0,40,0,0,0
46,1,9,0,0,0,1,0,0,28,1,0,0
46,1,13,1,4,1,1,0,0,50,1,1,1
54,0,14,0,4,0,1,0,0,38,1,0,0
49,0,9,0,3,0,1,0,0,20,1,0,1
56,0,10,0,1,0,1,0,0,40,1,0,0
52,1,14,0,4,0,1,0,0,40,1,0,0
34,1,9,1,2,1,1,0,0,40,0,0,1
25,1,9,1,2,1,0,0,0,40,1,0,1
18,1,7,0,0,0,1,0,0,40,1,0,0
58,1,9,1,1,1,1,0,0,40,1,0,1
31,1,13,0,4,0,1,0,0,40,1,0,1
18,1,10,0,2,1,1,0,0,40,1,0,1
28,1,7,0,1,0,0,0,0,40,1,0,1
30,1,10,0,1,0,1,0,0,48,1,0,1
44,1,14,0,4,1,1,0,1887,35,1,1,1
34,1,6,0,0,0,1,0,0,40,1,0,0
54,1,10,1,2,1,0,0,0,40,1,0,1
33,1,13,1,2,1,1,0,0,50,1,1,1
57,0,14,1,2,1,1,15024,0,65,1,1,1
47,0,3,1,2,1,1,0,0,55,0,1,1
41,1,10,1,4,1,1,7298,0,40,1,1,1
21,1,10,0,0,0,1,0,0,37,1,0,0
17,1,7,0,2,0,1,0,0,17,1,0,1
27,1,10,0,0,0,0,0,0,15,1,0,0
47,1,9,1,2,1,1,0,0,40,1,0,1
45,1,13,1,4,1,1,0,0,40,1,1,1
32,0,11,0,2,0,1,0,0,44,1,0,1
59,1,6,0,3,0,0,0,0,30,1,0,0
38,1,9,1,2,1,1,0,0,50,1,0,1
33,1,9,0,3,0,1,0,0,40,1,0,0
41,1,9,1,1,1,1,0,0,40,1,0,1
51,1,5,1,2,1,1,0,1902,40,1,0,1
42,1,9,1,2,0,1,0,0,48,1,0,1
27,1,13,1,4,0,1,0,0,40,1,1,0
60,1,10,0,2,1,1,0,0,45,1,0,1
64,0,9,0,1,0,1,0,1902,35,1,0,0
37,1,12,1,1,1,1,0,0,40,1,1,1
54,0,13,1,4,1,1,0,0,45,1,1,1
36,1,12,1,4,0,1,0,0,50,1,1,0
41,0,14,0,2,0,1,0,0,5,1,1,1
35,0,4,1,1,1,1,0,0,75,1,0,1
63,0,14,1,2,1,1,0,0,68,1,1,1
46,1,10,0,2,0,1,0,0,40,1,0,1
47,0,14,0,4,0,1,0,0,40,1,0,1
24,1,13,0,1,0,1,0,0,65,1,0,1
29,1,10,0,2,0,1,0,0,30,1,0,1
25,0,9,0,2,0,1,0,0,18,1,0,0
50,1,7,1,2,1,1,0,0,70,1,1,1
22,1,10,0,1,0,1,0,0,40,1,0,0
48,1,8,0,1,0,0,0,0,40,1,0,0
30,1,5,1,0,1,1,0,0,40,0,0,1
32,1,13,1,2,1,1,0,0,40,1,0,1
39,1,9,1,1,1,1,0,0,40,1,0,1
49,1,10,1,2,1,1,0,0,40,1,1,1
25,1,13,0,1,0,1,0,0,40,1,0,0
50,1,13,1,1,0,1,0,0,40,1,1,0
44,1,9,1,2,1,1,0,0,40,1,0,1
65,1,11,1,1,1,1,6767,0,60,1,0,1
28,0,12,1,1,1,1,0,0,60,1,0,1
55,1,13,0,1,0,1,0,0,40,1,0,0
49,1,10,0,4,0,1,0,0,50,1,0,0
31,1,9,0,4,0,1,0,0,12,1,0,0
47,1,9,1,1,0,0,0,0,40,1,1,0
45,1,9,1,2,1,1,0,0,40,1,1,1
35,1,9,0,4,0,0,0,0,40,1,0,0
34,0,13,1,2,1,0,0,0,60,0,0,1
49,0,9,0,3,0,0,0,0,40,1,0,1
27,1,9,0,0,0,1,0,0,42,1,0,0
42,1,9,1,0,1,1,0,0,40,1,0,1
64,0,9,0,0,0,1,1055,0,40,1,0,1
33,1,15,1,2,1,1,0,0,48,1,1,1
23,0,10,0,1,0,1,0,0,40,1,0,0
45,1,14,1,4,1,1,0,0,50,1,1,1
34,1,13,0,1,0,0,0,0,40,1,0,0
53,1,9,0,2,0,1,0,0,37,1,0,0
22,1,6,0,2,0,1,0,0,40,1,0,1
57,0,9,0,0,0,1,0,0,35,1,0,0
23,1,4,0,2,0,0,0,0,40,1,0,1
31,1,7,0,2,0,1,0,0,40,1,0,1
23,0,13,0,3,1,1,0,0,22,1,0,1
30,1,9,0,1,0,1,0,0,40,1,0,0
32,0,10,0,2,0,1,0,0,50,1,1,0
42,1,12,1,1,0,0,0,0,40,1,1,0
51,1,4,1,2,1,1,0,0,40,0,0,1
59,0,13,1,2,1,1,15024,0,40,1,1,1
36,1,13,0,4,0,1,0,0,40,1,0,0
45,1,9,0,2,0,0,0,0,40,1,0,1
35,1,11,1,2,1,1,0,0,50,0,1,1
33,1,4,1,1,1,1,0,0,40,1,0,1
43,1,11,0,4,0,1,0,0,40,1,0,0
60,1,9,0,3,0,1,0,0,40,1,1,0
37,0,13,1,4,1,1,0,0,55,1,1,1
65,1,10,0,3,0,1,0,0,40,1,0,0
41,1,10,1,1,1,1,0,0,52,1,0,1
38,0,15,1,4,1,1,0,1977,50,1,1,1
54,1,4,1,1,1,1,0,0,40,1,0,1
51,0,11,1,0,1,1,0,0,40,1,1,1
45,1,12,1,2,1,1,0,0,45,1,1,1
63,0,10,0,4,0,1,0,0,40,1,0,0
51,1,10,1,2,1,1,0,0,40,1,1,1
58,0,14,0,2,0,1,0,0,18,1,0,1
64,0,9,0,1,0,1,0,0,40,1,0,0
20,1,10,0,0,0,1,0,0,40,1,0,1
44,0,13,1,1,1,0,0,0,40,0,1,1
22,1,13,0,4,0,1,0,0,48,1,0,0
45,0,10,0,1,0,1,0,0,40,1,0,0
44,1,16,1,1,1,1,0,0,55,1,1,1
39,0,10,0,4,0,1,0,0,40,1,0,0
63,0,9,1,4,1,1,0,0,40,1,1,1
26,1,11,0,0,0,0,0,0,40,1,0,1
42,0,13,1,1,1,1,0,0,45,1,0,1
20,1,9,0,0,0,1,0,0,25,1,0,0
29,1,14,1,2,1,1,7298,0,40,1,1,1
38,0,13,0,4,0,0,0,1741,40,1,0,1
25,1,9,0,2,0,1,2597,0,40,1,0,1
27,1,13,1,2,0,1,0,0,50,1,0,1
46,1,11,0,1,0,1,0,0,40,1,0,0
31,1,9,0,2,0,1,0,0,60,1,0,1
24,1,11,0,4,0,1,0,0,35,1,0,1
43,1,10,1,2,1,1,0,0,50,1,1,1
23,1,9,0,1,0,1,0,0,21,0,0,1
32,0,9,0,2,0,0,0,0,37,1,0,0
